Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,0.412178,0
0.019966,0.000116419,0.000229689,-0.01100511,0.9516003,0
0.039932,0.004081161,0.001338367,-0.02255124,0.6822795,0
0.059898,0.003661189,-0.001675315,-0.03509614,0.6034348,0
0.079864,-0.003345195,-0.007913316,-0.04745304,-0.1046058,0
0.09983,-0.01568366,-0.01561243,-0.05940818,-0.6635441,0
0.119796,-0.02923287,-0.02426574,-0.07187776,-0.765808,0
0.139762,-0.04079271,-0.03482646,-0.08556018,-0.843872,0
0.159728,-0.05053135,-0.04815776,-0.1001172,-0.765808,0
0.179694,-0.06071549,-0.06317903,-0.114582,-0.765808,0
0.19966,-0.07240434,-0.07736714,-0.1282172,-0.687744,0
0.219626,-0.08424148,-0.08921726,-0.1410238,-0.6096799,0
0.239592,-0.09482902,-0.09930502,-0.1535285,-0.5105386,0
0.259558,-0.1048999,-0.1091552,-0.1661331,-0.3715847,0
0.279524,-0.1161972,-0.1196252,-0.178723,-0.1545668,0
0.29949,-0.1289944,-0.1303082,-0.190843,0.06323183,0
0.319456,-0.1417678,-0.1402986,-0.2020466,0.2802498,0
0.339422,-0.1526235,-0.1491176,-0.2117599,0.2490242,0
0.359388,-0.1600418,-0.1567788,-0.2186489,-0.02107728,0
0.379354,-0.1636435,-0.1633531,-0.2205689,-0.4238876,0
0.39932,-0.1653057,-0.1683726,-0.2157458,-0.7103825,1
0.419286,-0.1676532,-0.1706905,-0.204314,-0.843872,0
0.439252,-0.1703658,-0.1692851,-0.1888588,-1,0
0.459218,-0.1698302,-0.1637411,-0.1732348,-0.921936,0
0.479184,-0.1632131,-0.153993,-0.1604107,-0.921936,0
0.49915,-0.1512272,-0.1406394,-0.1509633,-0.843872,0
0.519116,-0.1360946,-0.1255884,-0.1432106,-0.765808,0
0.539082,-0.118707,-0.1114108,-0.1348583,-0.765808,0
0.559048,-0.1000584,-0.09976697,-0.1246759,-0.765808,0
0.579014,-0.08343767,-0.09117277,-0.1129601,-0.765808,0
0.59898,-0.07237191,-0.08583672,-0.1010804,-0.765808,0
0.618946,-0.06782779,-0.08344399,-0.09059501,-0.765808,0
0.638912,-0.06798483,-0.08266985,-0.08235893,-0.765808,0
0.658878,-0.0696502,-0.08204084,-0.07630336,-0.843872,0
0.678844,-0.07067579,-0.08103289,-0.07181977,-0.765808,0
0.69881,-0.0710735,-0.07995361,-0.0680955,-0.765808,0
0.718776,-0.07150717,-0.07908913,-0.06436962,-0.687744,0
0.7387421,-0.07199273,-0.0781486,-0.06031232,-0.6237315,0
0.758708,-0.07262929,-0.07651935,-0.05607285,-0.687744,0
0.778674,-0.07439388,-0.07399274,-0.0517094,-0.687744,0
0.79864,-0.07796623,-0.07089164,-0.04681631,-0.687744,0
0.818606,-0.08239773,-0.06765272,-0.04113707,-0.687744,0
0.838572,-0.08613707,-0.06474066,-0.03530647,-0.687744,0
0.858538,-0.08879697,-0.06257267,-0.03042463,-0.687744,0
0.878504,-0.09080914,-0.0610977,-0.02705682,-0.687744,0
0.89847,-0.09180315,-0.05992842,-0.02489116,-0.687744,0
0.9184361,-0.09076174,-0.05900253,-0.02309078,-0.6096799,0
0.9384021,-0.08763906,-0.05841177,-0.02093579,-0.7377049,0
0.9583681,-0.08367243,-0.05775389,-0.01823757,-0.7322404,0
0.978334,-0.08036375,-0.05642708,-0.01514875,-0.4371585,0
0.9983,-0.07806824,-0.05406955,-0.01174786,-0.4129586,0
1.018266,-0.07468286,-0.04997313,-0.008057401,-0.6697892,0
1.038232,-0.0670383,-0.04315842,-0.004433796,-0.687744,0
1.058198,-0.0551602,-0.03409564,-0.001438565,-0.687744,0
1.078164,-0.04306507,-0.02500341,0.000826499,-0.687744,0
1.09813,-0.03388927,-0.0175427,0.002724349,-0.687744,0
1.118096,-0.02691891,-0.01172493,0.004372924,-0.6096799,0
1.138062,-0.01974147,-0.007188335,0.005184928,-0.3754879,0
1.158028,-0.01069355,-0.003532268,0.00399877,-0.4730679,0
1.177994,0,0,0,0.06245124,0
