Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,1,0
0.0215,-0.02782257,-0.01168545,0.002072207,0.04889739,0
0.043,-0.04876962,-0.02153267,0.005600005,-0.8082454,0
0.0645,-0.06691389,-0.03197871,0.01135566,-0.6510067,0
0.086,-0.08661179,-0.04296511,0.01747242,-0.6164909,0
0.1075,-0.1082527,-0.05279866,0.02046816,-0.6164909,0
0.129,-0.1270515,-0.06104409,0.01809268,-0.8082454,0
0.1505,-0.1385276,-0.06833358,0.01071618,-0.8082454,0
0.172,-0.1445573,-0.07470928,0.001543418,-0.8082454,0
0.1935,-0.1516311,-0.07955828,-0.004654543,-0.8082454,0
0.215,-0.1641061,-0.08267887,-0.004384894,-0.6164909,0
0.2365,-0.1801137,-0.08362217,0.001198854,-0.6164909,0
0.258,-0.1928357,-0.08044371,0.005621837,-0.4247363,1
0.2795,-0.1952376,-0.07226692,0.002589279,-0.4247363,0
0.301,-0.1842136,-0.06176958,-0.007319737,-0.4247363,0
0.3225,-0.1615361,-0.05205004,-0.01733665,-0.4247363,0
0.344,-0.1321157,-0.04341622,-0.02198229,-0.4247363,0
0.3655,-0.101715,-0.03462553,-0.02228277,-0.4247363,0
0.387,-0.07515728,-0.02518246,-0.02246199,-0.4247363,0
0.4085,-0.05497832,-0.01637326,-0.02346344,-0.4247363,0
0.43,-0.04233563,-0.01010609,-0.0225059,-0.4247363,0
0.4515,-0.03704126,-0.006157862,-0.01748471,-0.04122722,0
0.473,-0.03337764,-0.002059618,-0.009114886,0.1505274,0
0.4945,-0.02252345,0.004259078,-0.000323331,0.3058485,0
0.516,-0.004053501,0.01357621,0.005133331,-0.04122722,0
0.5375,0.01202457,0.02559908,0.005542593,-0.4247363,0
0.559,0.0171329,0.03815819,0.003136126,-0.6164909,0
0.5805,0.01227989,0.04746953,0.001343312,-0.8082454,0
0.602,0.004311838,0.0495135,0.000784036,-1,0
0.6235,-0.001026198,0.04145749,4.95e-05,-0.6931927,0
0.645,-0.001858592,0.02360527,-0.000708371,0.3748802,0
0.6665,-1.39e-16,4.16e-16,5.2e-18,0.8715245,0
