Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,0.3014581,0
0.019971,-0.003489981,-0.01423326,-0.005105735,0.7219397,0
0.039942,-0.004619502,-0.03036733,-0.01114006,0.7694134,0
0.059913,-0.008045241,-0.04743265,-0.01671881,0.7694134,0
0.079884,-0.01493425,-0.06332343,-0.02132645,0.8372329,0
0.099855,-0.02557253,-0.07670508,-0.02520757,0.8372329,0
0.119826,-0.03908901,-0.08724789,-0.02898301,0.8372329,0
0.139797,-0.053355,-0.09509008,-0.03304796,0.9050525,0
0.159768,-0.06605516,-0.1006171,-0.03725814,0.9050525,0
0.179739,-0.07583192,-0.1049318,-0.04018606,0.9050525,0
0.19971,-0.0819317,-0.110034,-0.03855777,0.8372329,0
0.219681,-0.08423823,-0.1171667,-0.02965183,0.7022719,0
0.239652,-0.08455643,-0.1244383,-0.01520323,0.5144117,0
0.259623,-0.0860737,-0.12752,-0.000951017,0.394371,0
0.279594,-0.09108627,-0.1241356,0.008193824,0.3421499,0
0.299565,-0.1000815,-0.1166353,0.01096668,0.2946762,0
0.319536,-0.1114971,-0.109202,0.008419854,0.2946762,1
0.339507,-0.1216649,-0.1040591,0.002088859,0.2132926,0
0.359478,-0.126792,-0.1008312,-0.006459155,0.2519498,0
0.379449,-0.125517,-0.09776606,-0.01569587,0.3719906,0
0.39942,-0.1192259,-0.09215771,-0.02419328,0.5659546,0
0.419391,-0.1100459,-0.0808734,-0.03028968,0.8155307,0
0.439362,-0.09832084,-0.06307023,-0.03186324,0.9084436,0
0.459333,-0.08231047,-0.04211964,-0.02731131,0.536114,0
0.479304,-0.0610551,-0.02299806,-0.01688087,0.09257376,0
0.499275,-0.03742937,-0.008419963,-0.002505015,-0.04442185,0
0.519246,-0.01743833,0.001672372,0.01314257,-0.04442185,0
0.539217,-0.005636891,0.008356543,0.02708424,-0.1122414,0
0.559188,-0.001326876,0.01259414,0.03647599,-0.180061,0
0.579159,-8.42e-05,0.01503428,0.03948391,-0.2478806,0
0.59913,0.001131091,0.01593979,0.03609663,-0.5808749,0
0.619101,0.002153128,0.01523265,0.02806999,-0.8582571,0
0.639072,0.002348512,0.01266436,0.01796299,-0.9938962,0
0.659043,0.001813591,0.007764508,0.008122914,-1,0
0.679014,0,0,0,-0.8799593,0
