Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,1,0
0.020063,-0.01720618,-0.01088213,-0.008292537,-0.228505,0
0.040126,-0.0310491,-0.01849578,-0.01484475,-0.5367932,0
0.060189,-0.04251763,-0.02239745,-0.0219841,-0.9147947,0
0.080252,-0.05040236,-0.02530439,-0.03310232,-0.9349341,0
0.100315,-0.05500911,-0.03137967,-0.04964665,-1,0
0.120378,-0.0596486,-0.04147287,-0.0697732,-0.9225407,0
0.140441,-0.06711561,-0.05221692,-0.08972576,-0.8450813,0
0.160504,-0.07678269,-0.06109557,-0.1067976,-0.767622,0
0.180567,-0.08687764,-0.06906533,-0.1208056,-0.6127033,0
0.20063,-0.09687533,-0.07702153,-0.1324473,-0.6901627,0
0.220693,-0.1052869,-0.08358848,-0.1417064,-0.5894655,0
0.240756,-0.1093782,-0.08752432,-0.1487157,-0.6901627,0
0.260819,-0.1086468,-0.08895694,-0.154305,-0.6622773,0
0.280882,-0.104956,-0.08720454,-0.1585601,-0.6901627,0
0.300945,-0.09976092,-0.08066058,-0.1600952,-0.6127033,1
0.321008,-0.09291738,-0.07008822,-0.1581067,-0.493416,0
0.341071,-0.08363135,-0.05919966,-0.1542364,-0.2254066,0
0.361134,-0.07192533,-0.0512488,-0.1514384,0.04415178,0
0.381197,-0.05857215,-0.04672264,-0.1518756,0.08443069,0
0.40126,-0.04588392,-0.04445191,-0.1544428,0.1293571,0
0.421323,-0.03900794,-0.04407571,-0.1542362,0.006971359,0
0.441386,-0.04145515,-0.04618423,-0.1481258,0.006971359,0
0.461449,-0.05020201,-0.04954638,-0.1382351,-0.09527498,0
0.481512,-0.05967443,-0.05091293,-0.1270041,-0.1479473,0
0.501575,-0.06722103,-0.04900932,-0.1144099,-0.1479473,0
0.521638,-0.07194885,-0.04537023,-0.1007837,-0.2254066,0
0.541701,-0.0725731,-0.04090287,-0.08739235,-0.302866,0
0.561764,-0.06881247,-0.03542617,-0.07492717,-0.302866,0
0.581827,-0.06199511,-0.03013063,-0.06358554,-0.302866,0
0.60189,-0.0522493,-0.0269566,-0.05377396,-0.1402014,0
0.621953,-0.03730232,-0.02528598,-0.04606736,0.006971359,0
0.642016,-0.01662626,-0.02204975,-0.04040294,0.08133233,0
0.662079,0.005089662,-0.01574938,-0.03485135,-0.1479473,0
0.682142,0.02168387,-0.007816677,-0.02619408,-0.4546863,0
0.702205,0.03111123,-0.000249327,-0.01366539,-0.6901627,0
0.722268,0.03471877,0.005687765,-0.000940993,-0.6901627,0
0.742331,0.03249119,0.008960046,0.007154688,-0.6808676,0
0.762394,0.02139248,0.007726271,0.007655663,-0.1804802,0
0.782457,0,-1.04e-16,0,0.9473276,0
