Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,-0.7322314,0
0.016476,0.001214023,-0.008537926,-0.004224734,-0.8661157,0
0.032952,0.000102081,-0.01954634,-0.009759154,-0.5322314,0
0.049428,-0.006498775,-0.03285262,-0.0160424,-0.4958678,0
0.065904,-0.01944906,-0.04679906,-0.02199996,-0.4115703,0
0.08238,-0.03698442,-0.05991831,-0.02724095,-0.5884297,0
0.098856,-0.05411958,-0.07218418,-0.03160776,-0.3867769,0
0.115332,-0.06581109,-0.08415782,-0.03461123,-0.3553719,0
0.131808,-0.07155399,-0.09609199,-0.0356526,-0.2743801,0
0.148284,-0.07530623,-0.1077572,-0.03476542,-0.2628099,0
0.16476,-0.08121311,-0.118181,-0.03304917,-0.4066116,0
0.181236,-0.09023733,-0.1259557,-0.03235275,-0.2049587,0
0.197712,-0.1002576,-0.1305899,-0.03436059,-0.353719,0
0.214188,-0.109533,-0.133648,-0.03910843,-0.1586777,0
0.230664,-0.1189386,-0.1379905,-0.04472785,-0.02314049,0
0.24714,-0.1291572,-0.1452524,-0.04930676,-0.1884298,0
0.263616,-0.1391355,-0.1539925,-0.05222128,0.05950415,0
0.280092,-0.1480337,-0.1608635,-0.05362066,0.1421487,0
0.296568,-0.1544806,-0.1636513,-0.05346502,0.04958677,0
0.313044,-0.1553294,-0.1626546,-0.0511326,-0.07272726,0
0.32952,-0.148662,-0.1597781,-0.04607265,-0.3322314,0
0.345996,-0.137873,-0.1566907,-0.03918398,-0.3685951,0
0.362472,-0.1302283,-0.1537639,-0.03299777,-0.5190083,0
0.378948,-0.1297403,-0.1515019,-0.02982767,-0.5900826,1
0.395424,-0.1345539,-0.1517174,-0.02977872,-0.4776859,0
0.4119,-0.1412698,-0.1556816,-0.03119447,-0.4396694,0
0.428376,-0.1476949,-0.162128,-0.03310134,-0.4033058,0
0.444852,-0.1530955,-0.1676507,-0.03569172,-0.353719,0
0.461328,-0.1587186,-0.1688915,-0.03862683,-0.353719,0
0.477804,-0.1657056,-0.1653525,-0.04106398,-0.2942149,0
0.49428,-0.1711735,-0.1602046,-0.04286665,-0.353719,0
0.510756,-0.1699525,-0.157239,-0.04415995,-0.2710744,0
0.527232,-0.1617832,-0.1571551,-0.04427222,-0.353719,0
0.543708,-0.1534795,-0.1570954,-0.04174127,-0.3140496,0
0.560184,-0.151817,-0.1534152,-0.03534724,-0.3454546,0
0.57666,-0.1564655,-0.1450159,-0.02579831,-0.1884298,0
0.593136,-0.1624787,-0.1338502,-0.01599597,-0.4,0
0.609612,-0.1669364,-0.1225506,-0.008636086,-0.2710744,0
0.626088,-0.1698992,-0.1126673,-0.004710308,-0.353719,0
0.642564,-0.1718999,-0.1047548,-0.004878062,-0.3454546,0
0.65904,-0.1729929,-0.0993835,-0.009612008,-0.231405,0
0.675516,-0.1727492,-0.09753731,-0.01748823,-0.353719,0
0.691992,-0.1706782,-0.09939066,-0.02596404,-0.2710744,0
0.708468,-0.166832,-0.1037517,-0.03345613,-0.2826446,0
0.724944,-0.1618755,-0.1091588,-0.0394147,-0.1289256,0
0.74142,-0.1569849,-0.1145284,-0.04386259,-0.1272727,0
0.757896,-0.1531898,-0.1190462,-0.04755122,-0.1884298,0
0.774372,-0.1500746,-0.1223155,-0.05142618,-0.1553719,0
0.790848,-0.1458557,-0.1244759,-0.05559654,-0.1884298,0
0.807324,-0.1396111,-0.1256609,-0.0595489,-0.1884298,0
0.8238,-0.1329807,-0.1255071,-0.0629499,-0.02314049,0
0.840276,-0.1283531,-0.1235867,-0.06528443,-0.02314049,0
0.856752,-0.1249711,-0.1198144,-0.06535564,-0.02314049,0
0.873228,-0.1178289,-0.1138355,-0.06194954,0.0181818,0
0.889704,-0.1012203,-0.1046056,-0.0545445,-0.2446281,0
0.90618,-0.07413033,-0.09121417,-0.0434869,-0.4363636,0
0.922656,-0.04262903,-0.07416174,-0.03017725,-0.4826446,0
0.939132,-0.01594364,-0.05560411,-0.01658256,-0.4363636,0
0.955608,-2.53e-06,-0.03804801,-0.004494775,-0.3983471,0
0.972084,0.00469587,-0.02303061,0.004266232,-0.353719,0
0.98856,0.001963846,-0.01119798,0.00795377,-0.2429752,0
1.005036,-0.001280405,-0.003360018,0.006105661,0.2314049,0
1.021512,1.56e-17,-1.39e-17,5.2e-17,0.9355372,0
