Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,0.9991677,0
0.019973,-0.001194612,-0.003421539,-0.003092195,0.4964627,0
0.039946,-0.007767146,-0.008766134,-0.007814483,-0.04952145,0
0.059919,-0.01911915,-0.01633693,-0.01379229,-0.2509363,0
0.07989199,-0.03401372,-0.0251478,-0.02162962,-0.5630462,0
0.09986499,-0.05120757,-0.03358416,-0.03224341,-0.9126092,0
0.119838,-0.06964935,-0.04046347,-0.04597209,-1,0
0.139811,-0.08867179,-0.0460814,-0.06195018,-0.9167707,0
0.159784,-0.1072457,-0.05212275,-0.07836387,-0.9167707,0
0.179757,-0.1233462,-0.06017155,-0.09383173,-0.8335414,0
0.19973,-0.135161,-0.0702936,-0.1086536,-0.7503121,0
0.219703,-0.1424803,-0.08105863,-0.1238377,-0.6670828,0
0.239676,-0.1470564,-0.09059594,-0.1390102,-0.5580524,0
0.259649,-0.1515841,-0.09757388,-0.1527142,-0.5006242,0
0.279622,-0.1570654,-0.1018921,-0.1642548,-0.5722014,0
0.299595,-0.161548,-0.1046322,-0.1736224,-0.6670828,0
0.319568,-0.1621679,-0.1065656,-0.1798157,-0.7503121,0
0.339541,-0.1581199,-0.1069315,-0.1802704,-0.8335414,1
0.359514,-0.1509577,-0.104613,-0.1721999,-0.8335414,0
0.379487,-0.1416332,-0.09947935,-0.1548696,-0.7736163,0
0.39946,-0.1290893,-0.09172288,-0.130965,-0.7503121,0
0.419433,-0.1131946,-0.08150185,-0.1056864,-0.7503121,0
0.439406,-0.09735347,-0.0696649,-0.08421528,-0.7503121,0
0.459379,-0.08628416,-0.05771178,-0.06902055,-0.7503121,0
0.479352,-0.08123444,-0.0472862,-0.05890921,-0.7503121,0
0.499325,-0.07876579,-0.03938318,-0.05085966,-0.6670828,0
0.519298,-0.07496855,-0.03312363,-0.04255386,-0.6554307,0
0.5392709,-0.06971033,-0.02642609,-0.03339735,-0.5838535,0
0.559244,-0.06533359,-0.01855446,-0.02424249,-0.5838535,0
0.579217,-0.06295852,-0.01086714,-0.01639243,-0.6670828,0
0.5991899,-0.06258337,-0.005041305,-0.01041409,-0.7503121,0
0.619163,-0.06328654,-0.001610827,-0.005927758,-0.7503121,0
0.639136,-0.06135563,-0.000226423,-0.002445195,-0.7503121,0
0.6591089,-0.05292091,-0.000284277,0.000169501,-0.7503121,0
0.679082,-0.0382106,-0.000931777,0.001941606,-0.7503121,0
0.699055,-0.0211743,-0.001314513,0.002886873,-0.6471078,0
0.7190279,-0.007285081,-0.001051087,0.002677847,0.4190595,0
0.739001,-6.25e-17,-2.26e-17,-1.73e-17,1,0
