Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,1,0
0.020058,0.01257531,0.004491313,-0.01445471,0.8096142,0
0.040116,0.02260136,0.006049952,-0.02971428,0.7172675,0
0.060174,0.02646112,0.003730102,-0.04288678,-0.058191,0
0.080232,0.02262376,-0.002174187,-0.05261958,-0.941809,0
0.10029,0.01321157,-0.009363069,-0.06035848,-1,0
0.120348,0.002044597,-0.01489909,-0.06824165,-0.8437698,0
0.140406,-0.008043145,-0.01836256,-0.07699227,-0.8456673,0
0.160464,-0.01649124,-0.02201572,-0.08655391,-0.7077799,0
0.180522,-0.02489321,-0.02739076,-0.09692629,-0.5970905,0
0.20058,-0.03466698,-0.03354849,-0.1079112,-0.5812777,0
0.220638,-0.04381977,-0.03914043,-0.1191573,-0.5060089,0
0.240696,-0.04801026,-0.04491933,-0.1303853,-0.4547755,0
0.260754,-0.04602138,-0.05291168,-0.1413896,-0.4351676,0
0.280812,-0.04172608,-0.06339073,-0.1520298,-0.486401,0
0.30087,-0.03983237,-0.07413758,-0.1622125,-0.3915244,0
0.320928,-0.04179383,-0.08261571,-0.1717571,-0.2650222,0
0.340986,-0.04625109,-0.08802967,-0.1802532,-0.1233397,0
0.361044,-0.05232228,-0.09161054,-0.1873201,-0.02909553,0
0.381102,-0.06110045,-0.09551184,-0.1931166,-0.02530044,0
0.40116,-0.07338005,-0.1007724,-0.1973606,-0.01201773,0
0.421218,-0.08747849,-0.1057731,-0.1973512,-0.07526881,0
0.441276,-0.100216,-0.1077727,-0.1898161,-0.07526881,1
0.461334,-0.1092619,-0.1058097,-0.1750632,-0.06578118,0
0.481392,-0.1137922,-0.100682,-0.1564068,-0.06704617,0
0.50145,-0.1142942,-0.09302181,-0.1367643,-0.1144845,0
0.521508,-0.1129307,-0.08314356,-0.1178176,-0.1068944,0
0.541566,-0.1115157,-0.07190701,-0.1011109,-0.1068944,0
0.561624,-0.1092562,-0.0606261,-0.08816837,-0.1024668,0
0.581682,-0.1051794,-0.05056824,-0.07906953,-0.1132195,0
0.60174,-0.1004812,-0.04200607,-0.07197787,-0.07779884,0
0.621798,-0.09679928,-0.03406272,-0.0647299,-0.1385199,0
0.641856,-0.09472508,-0.02635382,-0.05678455,-0.1068944,0
0.661914,-0.09397089,-0.01968564,-0.04950389,-0.1998735,0
0.681972,-0.0935303,-0.01509669,-0.044403,-0.1701455,0
0.70203,-0.09247741,-0.01282564,-0.0416413,-0.1100569,0
0.722088,-0.09068195,-0.01170492,-0.04027911,-0.1663504,0
0.742146,-0.0884619,-0.009947203,-0.03925266,-0.1967109,0
0.762204,-0.0859095,-0.007038758,-0.03798163,-0.1385199,0
0.782262,-0.08235651,-0.004076399,-0.03648243,-0.1454775,0
0.80232,-0.07724525,-0.002111159,-0.03501866,-0.1859583,0
0.822378,-0.07162005,-0.0011224,-0.03352046,-0.1157495,0
0.842436,-0.06709771,-0.000619628,-0.0315101,-0.1802657,0
0.862494,-0.06394149,-0.00043039,-0.02864506,-0.1385199,0
0.882552,-0.06160183,-0.000614695,-0.02506426,-0.1701455,0
0.90261,-0.05991586,-0.00098696,-0.0213096,-0.1752056,0
0.922668,-0.05897103,-0.00116114,-0.01797261,-0.1562302,0
0.942726,-0.0587935,-0.000883911,-0.01532407,-0.1537002,0
0.9627841,-0.05916044,-0.000210136,-0.01329618,-0.1220747,0
0.982842,-0.05940506,0.000403687,-0.01155897,-0.1872233,0
1.0029,-0.05885026,0.000457957,-0.009852661,-0.1385199,0
1.022958,-0.05729752,-0.000106648,-0.008309139,-0.1701455,0
1.043016,-0.05497475,-0.001042813,-0.006932774,-0.1296648,0
1.063074,-0.05235881,-0.002003134,-0.005478048,-0.2435167,0
1.083132,-0.04965399,-0.00261309,-0.004175094,-0.283365,0
1.10319,-0.04640874,-0.002778195,-0.003187001,-0.1853257,0
1.123248,-0.04260987,-0.002778575,-0.001574405,-0.201771,0
1.143306,-0.0396082,-0.002955772,0.00141957,-0.1385199,0
1.163364,-0.03839654,-0.003355362,0.00482808,-0.1068944,0
1.183422,-0.03772457,-0.003523782,0.007145665,-0.07526881,0
1.20348,-0.03480209,-0.002916478,0.007904883,-0.1005692,0
1.223538,-0.02729121,-0.001686044,0.007268798,0.05502844,0
1.243596,-0.01503839,-0.000567138,0.004941065,0.3725491,0
1.263654,2.78e-17,6.51e-18,2.08e-17,0.8418722,0
