Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,0.1653334,0
0.01997,0.00323904,-0.005640187,-0.01073004,-0.9111111,0
0.03994,0.002308868,-0.01127045,-0.02039924,-0.9555556,0
0.05991,-0.004632281,-0.01884303,-0.03096709,-0.9555556,0
0.07988,-0.01494728,-0.02774926,-0.0425972,-0.9395555,0
0.09985,-0.02481338,-0.0361301,-0.05427912,-0.8666667,0
0.11982,-0.0331138,-0.04289068,-0.06503705,-0.8253334,0
0.13979,-0.04066701,-0.04842423,-0.07437033,-0.8666667,0
0.15976,-0.04782578,-0.05370301,-0.0821465,-0.8666667,0
0.17973,-0.05403404,-0.05898502,-0.08860344,-0.8795556,0
0.1997,-0.05895434,-0.06393251,-0.09399657,-0.9111111,0
0.21967,-0.06291939,-0.06861711,-0.09825552,-0.9111111,0
0.23964,-0.0662606,-0.07342162,-0.1012298,-0.824,0
0.25961,-0.06883879,-0.07818322,-0.1030883,-0.5715556,0
0.27958,-0.07015521,-0.08203415,-0.1042698,-0.3506666,1
0.29955,-0.07046484,-0.0839342,-0.1048198,-0.2888889,0
0.31952,-0.07146673,-0.08300966,-0.1037619,-0.3235555,0
0.33949,-0.07365511,-0.0784201,-0.09929594,-0.3333333,0
0.35946,-0.07450535,-0.06970852,-0.08979618,-0.3333333,0
0.37943,-0.0718464,-0.05804595,-0.07529612,-0.3333333,0
0.3994,-0.06621349,-0.0464985,-0.05808653,-0.2888889,0
0.41937,-0.05866147,-0.03789295,-0.04139429,-0.2573333,0
0.43934,-0.04962071,-0.03259043,-0.02757585,-0.1555555,0
0.45931,-0.04003676,-0.02916646,-0.01721303,0.02533329,0
0.47928,-0.0310304,-0.0265822,-0.009430926,0.2475556,0
0.49925,-0.02307555,-0.02446412,-0.002911253,0.2733333,0
0.51922,-0.01677666,-0.02201557,0.003079296,-0.1662222,0
0.53919,-0.01311402,-0.01816649,0.007910492,-0.5742222,0
0.55916,-0.01232237,-0.01279214,0.01044501,-0.6888889,0
0.57913,-0.01329375,-0.007060857,0.01088645,-0.7333333,0
0.5991,-0.01390034,-0.002416607,0.01051481,-0.768,0
0.61907,-0.01206699,0.000418778,0.00987181,-0.2306666,0
0.63904,-0.007800993,0.001516179,0.008332021,0.9711111,0
0.65901,-0.003226958,0.001328714,0.005119059,0.9351112,0
0.67898,2.6e-17,0,5.2e-17,-0.4835556,0
